9.049339836889419564e-01,4.104172592555124233e-01,5.047994270658763272e-01,9.419101333958442845e-01,8.893578129179401381e-01,4.388679851528379805e-01,7.170790143980791953e-01
2.685691846134344862e-01,3.573040197984633792e-02,1.248202803215275880e-01,2.714225146234905406e-02,8.601601231815139137e-01,3.884318548215359712e-01,9.107775485271255578e-01
6.727807483819979728e-01,6.197918516328085881e-01,5.837993621812931355e-02,2.788559336727851612e-01,7.690398632616289865e-01,9.413588321946854132e-01,4.195792042838389913e-01
1.070064761317931490e-01,4.886381301786868470e-03,9.942629306408912182e-01,1.278200386015079237e-01,1.801656409872184339e-01,7.240250818852165260e-01,7.309163849672961621e-02
7.121082057018035538e-02,2.555030364160173484e-01,2.773109634859829420e-01,2.618069933356889090e-01,8.162681580781387947e-01,1.807428239592012709e-03,7.629136203895899859e-01
2.105977792971441831e-01,1.115789175575467862e-01,5.843253054239139210e-02,3.563373193017858043e-01,6.956783335892228193e-01,4.436544173352876541e-01,8.148115478708444215e-01
6.655135541819375833e-01,1.154289159923084229e-01,8.494807405303413939e-01,7.960411408232159758e-01,8.750612376313277041e-01,8.084225206143232922e-01,9.382783499208675604e-01
3.134700198016446837e-01,6.070481698505418855e-01,8.666530923642027373e-01,9.136579516662642897e-01,1.954183701850531474e-01,8.331031399745008059e-01,6.906952190480014631e-01
9.803892407182533963e-01,4.822728712171334697e-01,8.596711989018830380e-01,7.951589467017702306e-01,3.915418637198349039e-01,3.149896018598284941e-01,2.693521707035184676e-01
1.142395526944952611e-01,7.831305475773281399e-01,7.891197681040220679e-01,5.643486761180863676e-01,7.825143530791223156e-01,1.294158719399622903e-01,5.782181567174231596e-01
3.696866128302931376e-01,6.813599322408590009e-01,9.529857490963733468e-02,7.753430645310819269e-01,5.519285795236037462e-01,6.659794894926341913e-01,2.059055866319196015e-01
3.397078122949181989e-02,6.088082883454395411e-01,1.782047360043883533e-01,7.225117683058910334e-01,9.868794515104629683e-01,2.997476360885326097e-01,6.446696604390589336e-02
6.498714417039220814e-01,4.101004721468662906e-01,8.064786105977815867e-01,9.060862127408924049e-01,2.100974461678314364e-01,7.075012658412800359e-01,2.417559118589694966e-01
5.440825689306064694e-01,9.312850923421736038e-01,5.803017173704587695e-01,7.828056558238742912e-01,9.217945541575203183e-01,7.366910553035320719e-01,9.283431003164899220e-02
7.298974119902974511e-01,9.038333099397262149e-01,4.995467064898762022e-02,8.064837252540999479e-01,7.959516998015558897e-01,6.898057045863899006e-01,7.971862165431001790e-01
9.868754515948254813e-01,6.425526929999147985e-01,8.084285530075983051e-01,7.169521676270507182e-02,2.721222452850305951e-01,4.751990198850086777e-01,2.836997762709595472e-01
3.253094511615595152e-03,8.222052260961612014e-01,9.992801902301556849e-01,5.036039755325981693e-01,9.239520142686098447e-01,3.936930197967262179e-01,4.756044420656294625e-01
6.423337598479095245e-01,3.003822045417982034e-01,4.771826129171244935e-01,4.473511155673168815e-01,3.674424964924211112e-01,5.392819717468283480e-01,7.951570327336324739e-01
1.362337654970217082e-01,8.805727516069572491e-02,4.661247213011167068e-01,3.865026687077149914e-01,1.102137549693961160e-01,4.514875538208386052e-01,7.796220624876359917e-01
8.779457844285207813e-01,8.021750692350529954e-01,9.856984675084278225e-01,6.369436924745670581e-01,1.722878321334071483e-01,9.315171593239885972e-01,2.738120499864928892e-01
3.586997132438410896e-01,3.358830620454342775e-01,4.535880309119120213e-01,3.982241875458270020e-01,1.308186325118287918e-01,5.236338769366954971e-01,9.871871103970958350e-01
3.996111150036842918e-01,4.370255008132041263e-01,9.509732171572695680e-01,1.791158104078227620e-02,9.622309559527497669e-02,3.189595136349053783e-01,8.468399972775646489e-01
6.984814512674053510e-01,5.530857495550381975e-01,1.879534246018405019e-01,8.351443362153816441e-01,9.282366319477149963e-01,6.400771029578428140e-01,1.570609603321579950e-01
3.817075381998921157e-01,8.059406588402027172e-01,8.407911366472531345e-01,2.745032881454496643e-01,8.749552185048534714e-01,5.822210278877748557e-01,6.506061281043473699e-03
5.827053881329460339e-01,2.977828855498787508e-02,3.774346126693840509e-01,3.933905351403340633e-01,9.654258941314444176e-01,7.532019140785972677e-02,5.027435151653225631e-01
1.631618605750642104e-01,6.585343383489941083e-01,4.719292046206025049e-03,6.395265618790058060e-02,7.349404604506494243e-01,2.124372593497166894e-01,9.377345470938970307e-01
7.977015722494773531e-01,3.235028989656607568e-02,1.989844894499421812e-01,6.330146984889728490e-01,8.660672584669235619e-01,8.303050802728095814e-01,4.010539043397817194e-01
9.148921661618780732e-02,1.508482927657162076e-02,7.791762799968412478e-01,3.389194019826999860e-01,8.424396229924467905e-01,1.887078427677444381e-01,3.075926919766150958e-01
4.387141707160296944e-01,8.493261328251353603e-01,5.612416404822548888e-01,7.509485080893834041e-01,6.469577753031330314e-01,9.797859644213509078e-01,8.800079217923341135e-01
2.166151113739634981e-01,9.777767761919371470e-01,2.586455674367003077e-01,7.708219284269542948e-01,1.818015625658160328e-01,8.832314001175911589e-01,8.357753386501474147e-01
7.579928054484219579e-01,2.005100098358834071e-01,8.033977795735657290e-01,1.944788552770292389e-01,6.034198875455540900e-01,8.474658224863433897e-01,5.961878708293200102e-01
9.077892904936646357e-02,4.768634188367877336e-01,9.462321854595324711e-01,3.609455201241323907e-01,5.337650600556136382e-01,1.328779707006634281e-01,3.382645894572411382e-02
7.690056579937659675e-01,3.379522201953799598e-01,1.431076017777830334e-01,3.616023390989198116e-01,7.119736119252895179e-02,5.857922030549579384e-01,9.927620189181411980e-01
8.557571786232162081e-01,9.737694457676397963e-01,6.660055958349710981e-01,9.969468638692736695e-01,5.408392693847896560e-02,7.757509082207464379e-01,9.062361285862728932e-01
5.176754455567287305e-01,9.841269942051064090e-01,6.144508079713100202e-01,4.358848743920447077e-01,1.014231838483102832e-01,6.750932428734068846e-01,3.531722368130821854e-01
9.701026457475747655e-02,2.401530875793901343e-01,3.938315163344016101e-01,1.551410700548185861e-01,6.076096010528214686e-01,3.687262822103309912e-02,8.820366395848383556e-01
7.058608302400151135e-01,8.263575198427324242e-01,4.409925106754577495e-01,7.739121540684916756e-01,8.402905159623728082e-01,5.696803644695352942e-01,3.154320807584909403e-02
5.215966153915825299e-01,4.986029588778889687e-01,7.563759197233733689e-01,6.556705723074870429e-01,3.999759693853943698e-02,9.594300441017853398e-01,8.678351648556374975e-01
